,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
6882,oh yeah firm represents band,1,4,neutral,1266,6
6883,look guy wan na meet group,1,4,neutral,1266,7
6884,come,1,4,neutral,1266,8
6885,one one fooled around dad,1,6,negative,1266,9
6886,oh yeah firm represents band,1,4,neutral,1267,0
6887,ross,0,4,neutral,1267,1
6888,look guy wan na meet group,1,4,neutral,1267,2
6889,come,1,4,neutral,1267,3
6890,one one fooled around dad,1,6,negative,1267,4
6891,ross,1,4,neutral,1268,0
6892,chandler,0,4,neutral,1268,1
6893,chandler,0,4,neutral,1269,0
6894,look guy wan na meet group,1,4,neutral,1269,1
6895,come,1,4,neutral,1269,2
6896,one one fooled around dad,1,6,negative,1269,3
6897,respect body,0,1,negative,1270,0
6898,realise,1,1,negative,1270,1
6899,realise,1,1,negative,1271,0
6900,hey guy cancer emphysema heart disease,0,0,negative,1271,1
6901,bottom line smoking cool know,0,4,neutral,1271,2
6902,really,0,6,positive,1271,3
6903,hey buddy,0,3,positive,1271,5
6904,oh told huh,0,6,negative,1271,6
6905,well yeah one,0,4,neutral,1271,7
6906,well yeah,0,4,neutral,1271,8
6907,well well true gee ever put like,0,4,neutral,1271,9
6908,well okay thanks,0,3,positive,1271,10
6909,hey guy cancer emphysema heart disease,0,0,negative,1272,0
6910,bottom line smoking cool know,0,4,neutral,1272,1
6911,chandler alan want speak,1,4,neutral,1272,2
6912,really,0,6,positive,1272,3
6913,hey buddy,0,3,positive,1272,5
6914,oh told huh,0,6,negative,1272,6
6915,well yeah one,0,4,neutral,1272,7
6916,well yeah,0,4,neutral,1272,8
6917,well well true gee ever put like,0,4,neutral,1272,9
6918,well okay thanks,0,3,positive,1272,10
6919,god good,1,3,positive,1272,11
6920,god good,0,3,positive,1273,0
6921,woman,1,4,neutral,1273,1
6922,yeah,0,4,neutral,1273,2
6923,oh look look look,0,6,positive,1274,0
6924,last candle burn,0,4,neutral,1274,1
6925,negative negative negative,0,4,neutral,1274,2
6926,thank,1,4,neutral,1274,3
6927,thanks,0,4,neutral,1274,4
6928,kinda spooky without light,1,2,negative,1274,5
6929,ok guy guy definitive one,1,3,positive,1274,6
6930,oh oh oh,1,4,neutral,1274,7
6931,kinda spooky without light,1,2,negative,1275,0
6932,ok guy guy definitive one,1,3,positive,1275,2
6933,oh oh oh,1,4,neutral,1275,3
6934,hey ross probably best time bring throw party monica,0,4,neutral,1275,4
6935,blew away,0,3,positive,1276,0
6936,oh ca tell great look crowd see face,1,3,positive,1276,1
6937,mean uh know mouthing word along,1,4,neutral,1276,2
6938,ok made feel like rock star,1,3,positive,1276,4
6939,oh god,0,6,positive,1276,5
6940,better found naked hotel room,1,3,positive,1276,6
6941,look took far,1,3,positive,1276,7
6942,okay monica right foot red,1,4,neutral,1277,0
6943,could played,0,4,neutral,1277,1
6944,could played,1,4,neutral,1278,0
6945,thanks,0,4,neutral,1278,1
6946,thanks,0,4,neutral,1279,0
6947,okay pheebs right hand blue good,1,4,neutral,1279,1
6948,hello oh uh rachel,0,4,neutral,1279,2
6949,hello oh uh rachel,0,4,neutral,1280,0
6950,oh okay take place,1,4,neutral,1280,1
6951,alright yes rachel,0,4,neutral,1280,2
6952,nooo,1,6,negative,1280,3
6953,hello,1,4,neutral,1280,4
6954,oh yeah know using much,1,4,neutral,1280,5
6955,oh well thanks okay really,1,3,positive,1280,6
6956,got magic bean mind,1,4,neutral,1280,7
6957,left aww,0,4,neutral,1280,8
6958,ohhh fine,1,4,neutral,1280,9
6959,nooo,0,6,negative,1281,0
6960,hello,0,4,neutral,1281,1
6961,oh yeah know using much,0,4,neutral,1281,2
6962,oh well thanks okay really,0,3,positive,1281,3
6963,green green,1,4,neutral,1281,4
6964,got magic bean mind,0,4,neutral,1281,5
6965,hey,1,3,positive,1282,0
6966,please tell got message,0,2,negative,1282,1
6967,message,1,4,neutral,1282,2
6968,actor playing mac needed see clock,0,4,neutral,1282,3
6969,clock,1,6,negative,1282,4
6970,wrote wrote board,0,2,negative,1282,5
6971,wrote board went new york city looking ya,0,0,negative,1282,6
6972,went ross,0,4,neutral,1282,7
6973,went coffeehouse,0,4,neutral,1282,8
6974,went place made sandwich,0,4,neutral,1282,9
6975,day gon na die see darnit got shuffleboard day,1,4,neutral,1283,0
6976,think,0,4,neutral,1283,1
6977,oh american always butcher french language,0,4,neutral,1283,2
6978,yes oh,0,6,positive,1283,3
6979,think,1,4,neutral,1284,0
6980,well mean friend grandmother recipe,0,4,neutral,1284,1
6981,well know may relative france would know grandmother said got recipe grandmother nesele tolouse,1,4,neutral,1284,2
6982,name,0,4,neutral,1284,3
6983,nestley toulouse,1,4,neutral,1284,4
6984,nestl toll house,0,4,neutral,1284,5
6985,oh american always butcher french language,1,4,neutral,1284,6
6986,yes oh,1,6,positive,1284,7
6987,believe spent last two day trying figure recipe cupboard whole time,0,0,negative,1284,8
6988,know see stuff like burning hell,1,0,negative,1284,9
6989,decided plaid yes pink,0,4,neutral,1285,0
6990,absolutely,1,3,positive,1285,1
6991,actually thinking quitting lately,1,4,neutral,1285,2
6992,oh sure every sunday night telling quitting every monday morning like,0,1,negative,1285,3
6993,tell,1,4,neutral,1285,4
6994,sound appealing,0,4,neutral,1285,5
6995,oh never could,1,3,positive,1285,6
6996,absolutely,0,3,positive,1286,0
6997,board,1,3,positive,1286,1
6998,yeah really really trying cut back good luck rach,1,4,neutral,1286,2
6999,actually thinking quitting lately,0,4,neutral,1286,3
7000,tell,0,4,neutral,1286,4
7001,well let quit quit let quit,1,3,positive,1286,5
7002,oh never could,0,3,positive,1286,6
7003,oh could,1,4,neutral,1286,7
7004,absolutely,1,3,positive,1286,9
7005,help,1,3,positive,1286,10
7006,get patch,1,4,neutral,1286,11
7007,could like patch sister,1,3,positive,1286,12
7008,board,1,3,positive,1287,0
7009,rachel light,0,4,neutral,1287,1
7010,yeah really really trying cut back good luck rach,1,4,neutral,1287,2
7011,well let quit quit let quit,1,3,positive,1287,3
7012,sound appealing,0,4,neutral,1287,4
7013,oh could,1,4,neutral,1287,5
7014,absolutely,1,3,positive,1287,7
7015,help,1,3,positive,1287,8
7016,get patch,1,4,neutral,1287,9
7017,could like patch sister,1,3,positive,1287,10
7018,oh really quit okay let quit,0,3,positive,1287,11
7019,yes great give cigs give give,1,3,positive,1287,12
7020,late husband gave lighter kidding,0,5,negative,1287,13
7021,okay,1,3,positive,1287,14
7022,well maybe contest like collect five,0,4,neutral,1288,0
7023,um anyone wan na see,1,4,neutral,1288,1
7024,flaw,0,0,negative,1288,2
7025,big deal,0,0,negative,1288,3
7026,like joey constant annoying,0,0,negative,1288,4
7027,ross every single word,0,0,negative,1288,5
7028,monica snort laugh,0,0,negative,1288,6
7029,mean hell thing,0,1,negative,1288,7
7030,accept flaw ca accept,0,0,negative,1288,8
7031,um anyone wan na see,1,4,neutral,1289,0
7032,nooo,0,1,negative,1289,1
7033,oh hey cut,0,0,negative,1289,2
7034,nooo,0,1,negative,1290,0
7035,oh hey cut,0,0,negative,1290,1
7036,worse thumb,1,1,negative,1290,2
7037,worse thumb,1,1,negative,1291,0
7038,hey unfair,0,0,negative,1291,1
7039,flaw,0,0,negative,1291,2
7040,big deal,0,0,negative,1291,3
7041,like joey constant annoying,0,0,negative,1291,4
7042,ross every single word,0,0,negative,1291,5
7043,monica snort laugh,0,0,negative,1291,6
7044,mean hell thing,0,1,negative,1291,7
7045,accept flaw ca accept,0,0,negative,1291,8
7046,hey unfair,0,0,negative,1292,0
7047,oh unfair,1,6,negative,1292,1
7048,flaw,0,0,negative,1292,2
7049,big deal,0,0,negative,1292,3
7050,like joey constant annoying,0,0,negative,1292,4
7051,ross every single word,0,0,negative,1292,5
7052,monica snort laugh,0,0,negative,1292,6
7053,mean hell thing,0,1,negative,1292,7
7054,accept flaw ca accept,0,0,negative,1292,8
7055,flaw,0,0,negative,1293,0
7056,big deal,0,0,negative,1293,1
7057,like joey constant annoying,0,0,negative,1293,2
7058,ross every single word,0,0,negative,1293,3
7059,monica snort laugh,0,0,negative,1293,4
7060,mean hell thing,0,1,negative,1293,5
7061,accept flaw ca accept,0,0,negative,1293,6
7062,bother everybody,1,0,negative,1293,7
7063,bother everybody,0,0,negative,1294,0
7064,well could live without,1,4,neutral,1294,1
7065,well like little annoying like phoebe chew hair,0,4,neutral,1294,2
7066,well like little annoying like phoebe chew hair,0,4,neutral,1295,0
7067,oh listen pheebs think endearing,1,4,neutral,1295,1
7068,oh,0,0,negative,1295,2
7069,know nothing wrong speaking correctly,1,4,neutral,1295,3
7070,know nothing wrong speaking correctly,1,4,neutral,1296,0
7071,indeed really get back work,0,3,positive,1296,1
7072,indeed really get back work,1,3,positive,1297,0
7073,yeah otherwise someone might get actually ordered,0,4,neutral,1297,1
7074,hair come glove come,1,0,negative,1297,2
7075,awww mel torme died,0,5,negative,1298,0
7076,joey paper like year old,1,4,neutral,1298,1
7077,aw mean,0,5,negative,1298,2
7078,aw mean,0,5,negative,1299,0
7079,hey,1,4,neutral,1299,1
7080,hey,0,4,neutral,1299,2
7081,sure absolutely sure,1,4,neutral,1300,0
7082,well um bet probably,0,4,neutral,1300,1
7083,probably,1,4,neutral,1300,2
7084,yeah like word,1,1,negative,1300,3
7085,kind probably really mean,1,4,neutral,1300,4
7086,yeah,1,4,neutral,1300,5
7087,yeah oh mom probably wo kill know,1,0,negative,1300,6
7088,sorry hanging hope rachel living together probably,1,0,negative,1300,7
7089,got ta take care,1,4,neutral,1300,8
7090,probably,1,4,neutral,1301,0
7091,yeah like word,1,1,negative,1301,1
7092,kind probably really mean,1,4,neutral,1301,2
7093,yeah,1,4,neutral,1301,3
7094,yeah oh mom probably wo kill know,1,0,negative,1301,4
7095,sorry hanging hope rachel living together probably,1,0,negative,1301,5
7096,got ta take care,1,4,neutral,1301,6
7097,bing seem weird,0,4,neutral,1301,8
7098,aaron would like say hello future bride,0,3,positive,1302,0
7099,ohhh wow kinda take breath away,1,3,positive,1302,1
7100,keeper feeling,0,4,neutral,1303,0
7101,oh fine,1,4,neutral,1303,1
7102,say really admire raising alone,0,4,neutral,1303,2
7103,oh alone ross,1,4,neutral,1303,3
7104,oh sure happens meet somebody else get married,0,4,neutral,1303,4
7105,well get divorce ross,1,4,neutral,1303,5
7106,telling rachel listen janice say gon na start real family,0,4,neutral,1303,6
7107,well never gon na happen ross,1,5,negative,1303,7
7108,oh well thought first husband lucky kid get spend weekend father twin little new boob,0,1,negative,1303,8
7109,hey,1,4,neutral,1304,0
7110,new people,0,4,neutral,1304,1
7111,happened disgustingtons,1,4,neutral,1304,2
7112,baby,0,0,negative,1304,3
7113,fair ross got first,0,0,negative,1304,4
7114,right left wheeled delivery,0,4,neutral,1304,5
7115,oh gave juicy shot little jamie crowning away,0,4,neutral,1304,6
7116,wow sorry uh new people,1,6,positive,1304,7
7117,phoebe,1,4,neutral,1305,0
7118,yeah,0,4,neutral,1305,1
7119,look guy window wow,1,6,positive,1305,2
7120,awfully short think talking completely honest good bed,0,4,neutral,1305,3
7121,oh wrong lately,1,5,negative,1305,4
7122,mean like every guy see mean look,1,4,neutral,1305,5
7123,look guy example mean normally someone attracted right way feeling want rip sweatpants fanny pack,1,4,neutral,1305,6
7124,wait second fourth month pregnancy right,0,4,neutral,1305,7
7125,yeah,1,4,neutral,1305,8
7126,completely normal around fourth month hormone start going crazy,0,4,neutral,1305,9
7127,really happened,1,6,negative,1305,10
7128,oh absolutely yeah,0,4,neutral,1305,11
7129,oh keep mind carrying triplet know medical term thrice randy,0,4,neutral,1305,12
7130,wow explains much last weekend went store store sitting santa lap,1,3,positive,1305,13
7131,yeah yeah remember trying steal cardboard cutout evander holyfield,0,4,neutral,1305,14
7132,ugh,0,1,negative,1306,0
7133,know going,0,2,negative,1306,1
7134,called company sent care,0,0,negative,1306,2
7135,called laughed emergency,0,0,negative,1306,3
7136,hey guy,1,3,positive,1306,4
7137,hey,0,4,neutral,1306,5
7138,wanted thank last night great party,1,3,positive,1306,6
7139,guy work blast,1,3,positive,1306,7
7140,know one never bachelor party,1,3,positive,1306,8
7141,yeah,1,3,positive,1306,9
7142,another one never party,1,6,positive,1306,10
7143,uh hey uh wedding ring huh man nice,0,3,positive,1306,11
7144,yeah right,1,3,positive,1306,12
7145,uh thinking might want pick one baby might want get one,0,4,neutral,1306,13
7146,ring grandmother first came country ring clothes back,1,6,negative,1306,14
7147,hey guy,1,3,positive,1307,0
7148,hey,0,3,positive,1307,1
7149,wanted thank last night great party,1,3,positive,1307,2
7150,guy work blast,1,3,positive,1307,3
7151,know one never bachelor party,1,3,positive,1307,4
7152,yeah,1,3,positive,1307,5
7153,another one never party,1,6,positive,1307,6
7154,ring grandmother first came country ring clothes back,1,6,negative,1307,7
7155,might say ring irreplaceable,0,6,positive,1307,8
7156,oh absolutely family generation every bride worn long happy life,1,3,positive,1307,9
7157,might say magic ring,0,3,positive,1307,10
7158,ugh,1,1,negative,1308,0
7159,know going,1,2,negative,1308,1
7160,called company sent care,1,0,negative,1308,2
7161,called laughed emergency,1,0,negative,1308,3
7162,hey,0,3,positive,1308,4
7163,hey,1,4,neutral,1308,5
7164,well obviously one u keep dating,1,4,neutral,1309,0
7165,obviously decide,0,4,neutral,1309,1
7166,well let look objectively think date,1,4,neutral,1309,2
7167,interesting check date,1,3,positive,1309,4
7168,like go another direction,0,4,neutral,1309,5
7169,okay okay go,1,4,neutral,1309,6
7170,yeah well order food,0,4,neutral,1309,7
7171,joey look let decide okay,1,4,neutral,1309,8
7172,sound fair,0,4,neutral,1309,9
7173,maybe take new french restaurant street,1,4,neutral,1309,10
7174,ah yeah wait second,0,0,negative,1309,11
7175,look gon na set spending limit date,0,4,neutral,1309,12
7176,money take fancy place like,0,0,negative,1309,13
7177,well sorry date,1,4,neutral,1309,14
7178,right well guess date,0,4,neutral,1309,15
7179,let decide spending limit,1,4,neutral,1309,16
7180,yeah uh dollar,0,4,neutral,1309,17
7181,thinking like hundred,1,4,neutral,1309,18
7182,okay borrow dollar,0,4,neutral,1309,19
7183,hi,1,4,neutral,1310,0
7184,hey,0,4,neutral,1310,1
7185,want help,1,4,neutral,1310,2
7186,oh thanks got,0,4,neutral,1310,3
7187,whoa okay,1,6,positive,1310,4
7188,whew stood fast got little head rush,0,6,positive,1310,5
7189,heat humidity,1,4,neutral,1310,6
7190,uh tough combination,0,4,neutral,1310,7
7191,wan na come lemonade,1,4,neutral,1310,8
7192,like believe wow great place,0,6,positive,1310,9
7193,mean,1,4,neutral,1310,10
7194,hey,1,4,neutral,1311,0
7195,hey,0,4,neutral,1311,1
7196,hey,0,4,neutral,1312,0
7197,thank soo much,1,3,positive,1312,1
7198,oh thank thank jerk never showed okay got ta get get work,0,0,negative,1312,2
7199,want help,1,4,neutral,1312,3
7200,oh,1,6,positive,1313,0
7201,hey somebody left key,1,4,neutral,1313,1
7202,ooohh porsche,1,6,positive,1313,2
7203,hey gunther,1,4,neutral,1313,3
7204,yeah drive make four buck hour saved year,0,1,negative,1313,4
7205,hey anybody lose key,1,4,neutral,1313,5
7206,well realize got home,1,4,neutral,1313,6
7207,gon na walk way back one shoe,1,4,neutral,1313,7
7208,gon na go find guy car leave note windshield,1,4,neutral,1313,8
7209,oh,0,6,positive,1314,0
7210,hey somebody left key,0,4,neutral,1314,1
7211,ooohh porsche,0,6,positive,1314,2
7212,hey gunther,0,4,neutral,1314,3
7213,hey anybody lose key,0,4,neutral,1314,4
7214,joey put lost found,1,4,neutral,1314,5
7215,lost found shoe,0,6,negative,1314,6
7216,well realize got home,0,4,neutral,1314,7
7217,gon na walk way back one shoe,0,4,neutral,1314,8
7218,gon na go find guy car leave note windshield,0,4,neutral,1314,9
7219,oh,1,6,positive,1315,0
7220,hey somebody left key,1,4,neutral,1315,1
7221,ooohh porsche,1,6,positive,1315,2
7222,hey gunther,1,4,neutral,1315,3
7223,lost found shoe,1,6,negative,1315,4
7224,left shoe,0,6,negative,1315,5
7225,well realize got home,1,4,neutral,1315,6
7226,gon na walk way back one shoe,1,4,neutral,1315,7
7227,gon na go find guy car leave note windshield,1,4,neutral,1315,8
7228,oh good come back key sure give shoe,0,4,neutral,1315,9
7229,great thanks,1,3,positive,1315,10
7230,ok funny clown funny clown nap nap wo sleep,0,4,neutral,1316,0
7231,carol ok,1,3,positive,1316,1
7232,good time,1,3,positive,1316,2
7233,laugh play,1,3,positive,1316,3
7234,like father son,1,3,positive,1316,4
7235,carol ok,0,3,positive,1317,0
7236,good time,0,3,positive,1317,1
7237,laugh play,0,3,positive,1317,2
7238,like father son,0,3,positive,1317,3
7239,honey relax ross great look surprised lovely person,1,3,positive,1317,4
7240,oh got,1,4,neutral,1317,5
7241,mommy love clever,0,3,positive,1317,6
7242,honey relax ross great look surprised lovely person,1,3,positive,1318,0
7243,oh cute,0,3,positive,1318,1
7244,oh got,1,4,neutral,1318,2
7245,carol ok,1,3,positive,1319,0
7246,good time,1,3,positive,1319,1
7247,laugh play,1,3,positive,1319,2
7248,like father son,1,3,positive,1319,3
7249,mommy love clever,1,3,positive,1319,4
7250,hello,0,4,neutral,1319,5
7251,oh hi ju hi jew,0,4,neutral,1319,6
7252,uh huh,0,4,neutral,1319,7
7253,uh huh,0,4,neutral,1319,8
7254,um sure great,0,4,neutral,1319,9
7255,see ya,0,4,neutral,1319,10
7256,bye,0,4,neutral,1319,11
7257,hello,0,4,neutral,1320,0
7258,oh hi ju hi jew,0,4,neutral,1320,1
7259,uh huh,0,4,neutral,1320,2
7260,uh huh,0,4,neutral,1320,3
7261,um sure great,0,4,neutral,1320,4
7262,see ya,0,4,neutral,1320,5
7263,bye,0,4,neutral,1320,6
7264,say hi jew,1,6,negative,1320,7
7265,yes uh yes friend eddie moskowitz yeah like reaffirms faith,0,4,neutral,1320,8
7266,go want best guest strain eye,0,3,positive,1321,0
7267,thanks monica,1,3,positive,1321,1
7268,smell bother,0,1,negative,1321,2
7269,smell joey hardly smell,1,6,negative,1321,3
7270,well let know know bake pie cover,0,4,neutral,1321,4
7271,smell little bake pie,1,3,positive,1321,5
7272,okay,0,3,positive,1321,6
7273,okay,1,4,neutral,1321,7
7274,hello oh yes one minute please fire inspector,0,4,neutral,1321,8
7275,oh hello yeah phoebe really,1,6,negative,1321,9
7276,oh hello yeah phoebe really,1,6,negative,1322,0
7277,yeah turn hair straightener started fire,0,4,neutral,1322,1
7278,candle,0,4,neutral,1322,2
7279,good leaving candle unattended,0,4,neutral,1322,3
7280,fact one first thing teach fire school okay,0,4,neutral,1322,4
7281,well go,0,4,neutral,1322,5
7282,crazy ross baby,0,6,negative,1323,0
7283,well said yes,1,2,negative,1323,1
7284,crazy,0,0,negative,1323,3
7285,ross baby,0,0,negative,1323,4
7286,inappropriate,0,0,negative,1323,5
7287,worse,0,1,negative,1323,6
7288,wrong,0,1,negative,1323,7
7289,bigger mine,0,6,negative,1323,8
7290,know,1,4,neutral,1323,9
7291,marry,0,5,negative,1323,10
7292,want alone sweet guy love much,1,5,negative,1323,11
7293,well love,0,4,neutral,1323,12
7294,sure,1,4,neutral,1323,13
7295,sure,0,4,neutral,1323,14
7296,yeah mean whatever,1,4,neutral,1323,15
7297,honey question really want marry joey,0,5,negative,1323,16
7298,could dear go tell,1,5,negative,1323,17
7299,two married huh happened drift apart,1,4,neutral,1324,0
7300,come bride,0,3,positive,1324,1
7301,oh god monica,1,6,positive,1324,2
7302,oh god monica,1,6,positive,1325,0
7303,wan na wear everyday,0,3,positive,1325,1
7304,wan na wear everyday,0,3,positive,1326,0
7305,look beautiful,1,3,positive,1326,1
7306,happy,0,3,positive,1326,2
7307,hello,1,4,neutral,1326,3
7308,hello,1,4,neutral,1327,0
7309,hey chandler show yet,0,2,negative,1327,1
7310,yeah got back everything fine,1,4,neutral,1327,2
7311,damnit,0,0,negative,1327,3
7312,listen want teaching son stuff anymore okay,1,0,negative,1328,0
7313,fine,0,4,neutral,1328,1
7314,fine know taught stuff called fun aunt rachel,0,0,negative,1328,2
7315,loved fun aunt rachel go back boring uncomfortable aunt rachel want,0,0,negative,1328,3
7316,want uh glad guy bonding,1,4,neutral,1328,4
7317,look brother sister somebody gon na teach stuff,0,5,negative,1328,5
7318,taught anything normal know anyway,0,4,neutral,1328,6
7319,fine,1,4,neutral,1329,0
7320,fine know taught stuff called fun aunt rachel,1,0,negative,1329,1
7321,loved fun aunt rachel go back boring uncomfortable aunt rachel want,1,0,negative,1329,2
7322,look brother sister somebody gon na teach stuff,1,5,negative,1329,3
7323,taught anything normal know anyway,1,4,neutral,1329,4
7324,crap,0,0,negative,1329,5
7325,got ta go,1,4,neutral,1329,6
7326,look look going first class lounge know,1,6,negative,1330,0
7327,neither get,1,6,negative,1330,2
7328,act like belong,0,4,neutral,1330,3
7329,oh god orange,1,6,positive,1330,4
7330,shh nice see,0,4,neutral,1330,5
7331,shh nice see,1,4,neutral,1331,0
7332,uh sir may see ticket please,0,4,neutral,1331,1
7333,yes course,1,4,neutral,1331,2
7334,sorry would move thumb see seat number,0,4,neutral,1331,3
7335,oh right memorized,1,4,neutral,1331,4
7336,okay,1,3,positive,1332,0
7337,know,1,4,neutral,1332,1
7338,realized stupid get upset husband kid,1,3,positive,1332,2
7339,really needed plan,1,4,neutral,1332,3
7340,see wan na three kid,1,4,neutral,1332,4
7341,oh let guess wan na time wan na brother,0,3,positive,1332,5
7342,probably first three kid time give five year,1,4,neutral,1332,6
7343,spent hundred dollar limit screwed,0,3,positive,1333,0
7344,uh actually sent flower actual date technically,1,0,negative,1333,1
7345,way gon na huh yeah break rule know,0,0,negative,1333,2
7346,oh yeah gon na,1,0,negative,1333,3
7347,know,0,4,neutral,1333,4
7348,surprised,1,1,negative,1333,5
7349,know ross gon na let get away,0,0,negative,1333,6
7350,think much choice,1,4,neutral,1333,7
7351,well see,0,0,negative,1333,8
7352,yeah hey light layer,0,4,neutral,1333,10
7353,yes yes,1,4,neutral,1333,11
7354,dad,1,4,neutral,1334,0
7355,hey,1,6,positive,1334,2
7356,hi god seems like yesterday guy used come watch work,0,3,positive,1334,3
7357,dad believe selling house,1,5,negative,1334,4
7358,well time new family start memory hopefully check clear find crack foundation asbestos ceiling,0,4,neutral,1334,5
7359,let grab stuff get hell,1,4,neutral,1334,6
7360,sorry store childhood thing anymore,0,5,negative,1334,7
7361,sorry store childhood thing anymore,1,5,negative,1335,0
7362,oh okay wait see everything memory,0,3,positive,1335,1
7363,well know box know six seven,1,4,neutral,1335,2
7364,used,0,4,neutral,1335,3
7365,used,0,4,neutral,1336,0
7366,yeah much used love play uncooked batter eater,1,4,neutral,1336,1
7367,hey unreasonable expect child wait,0,4,neutral,1336,2
7368,ok got vent open,1,4,neutral,1337,0
7369,hi ben hospital worker ben ben rescue,0,3,positive,1337,1
7370,ben ready,1,4,neutral,1337,2
7371,right gim foot,1,4,neutral,1337,3
7372,ok three ben,1,4,neutral,1337,4
7373,one two three,1,4,neutral,1337,5
7374,ok ben,1,4,neutral,1337,6
7375,well susan see appears dark vent wait yes fact dark vent,0,4,neutral,1337,7
7376,phoebs open open,1,6,positive,1337,8
7377,ben ready,0,4,neutral,1338,0
7378,right gim foot,0,4,neutral,1338,1
7379,ok three ben,0,4,neutral,1338,2
7380,one two three,0,4,neutral,1338,3
7381,ok ben,0,4,neutral,1338,4
7382,see,1,4,neutral,1338,5
7383,see,1,4,neutral,1339,0
7384,well susan see appears dark vent wait yes fact dark vent,0,4,neutral,1339,1
7385,ben ready,1,4,neutral,1340,0
7386,right gim foot,1,4,neutral,1340,1
7387,ok three ben,1,4,neutral,1340,2
7388,one two three,1,4,neutral,1340,3
7389,ok ben,1,4,neutral,1340,4
7390,phoebs open open,1,6,positive,1340,5
7391,wait forgot leg,0,6,negative,1340,6
7392,impressive resume green especially like see implementing new filing system,0,3,positive,1341,0
7393,thank,1,3,positive,1341,1
7394,yes good uh big part job cultivating personal relationship especially designer,0,4,neutral,1341,2
7395,yes realize,1,4,neutral,1341,3
7396,thank,1,3,positive,1342,0
7397,filing system,0,4,neutral,1342,1
7398,mean little colored label put folder,0,4,neutral,1342,3
7399,certainly brighten inside filing cabinet,0,3,positive,1342,4
7400,well uh,1,4,neutral,1342,5
7401,yes joanna really incredible mentor,1,3,positive,1342,6
7402,oh rachel really incredible getting morning bagel amazing get right almost,0,3,positive,1342,7
7403,course responsibility,1,4,neutral,1342,8
7404,oh yes well coffee rachel carry two thing,0,3,positive,1342,9
7405,yes realize,1,4,neutral,1342,10
7406,rachel problem problem might getting little friendly know mean,0,4,neutral,1342,11
7407,love working designer,1,3,positive,1342,12
7408,difference eh rach,0,4,neutral,1342,13
7409,well uh,1,4,neutral,1343,0
7410,notice trusted lot rather important responsibility,0,4,neutral,1343,1
7411,yes joanna really incredible mentor,1,3,positive,1343,2
7412,filing system,0,4,neutral,1344,0
7413,mean little colored label put folder,0,4,neutral,1344,2
7414,certainly brighten inside filing cabinet,0,3,positive,1344,3
7415,oh yes well coffee rachel carry two thing,0,3,positive,1344,4
7416,yes good uh big part job cultivating personal relationship especially designer,1,4,neutral,1344,5
7417,chandler assistant right,1,4,neutral,1345,0
7418,call told sick right always tell sick,0,2,negative,1345,1
7419,chandler listen sweetie know okay beautiful smile,1,4,neutral,1346,0
7420,yeah right maybe smile let try something else let try umm try looking sexy,1,4,neutral,1346,2
7421,okay,0,4,neutral,1346,3
7422,chandler,1,4,neutral,1347,0
7423,wash hand,1,1,negative,1347,2
7424,hey back,1,6,negative,1348,1
7425,hey back,1,6,negative,1349,0
7426,relax ross made ice cream,0,4,neutral,1349,1
7427,hey look phoebe uh laid state geographically,1,4,neutral,1349,2
7428,happened atlantic city,0,6,positive,1350,0
7429,well chandler bar,1,4,neutral,1350,1
7430,girl making eye chandler okay,1,4,neutral,1350,2
7431,awhile go uh minute two see kissing,1,4,neutral,1350,3
7432,know thinking chandler type guy go bar make girl right chandler type guy go bar make,1,3,positive,1350,4
7433,kissed guy oh god,0,6,positive,1350,5
7434,well chandler bar,1,4,neutral,1351,0
7435,hear say,0,0,negative,1351,1
7436,girl making eye chandler okay,1,4,neutral,1351,2
7437,awhile go uh minute two see kissing,1,4,neutral,1351,3
7438,know thinking chandler type guy go bar make girl right chandler type guy go bar make,1,3,positive,1351,4
7439,defense dark pretty guy,0,0,negative,1351,5
7440,oh mon laughed hard,1,3,positive,1351,6
7441,hard throw underwear,0,0,negative,1351,7
7442,whatever dude kissed guy,1,4,neutral,1351,8
7443,kissed guy oh god,1,6,positive,1352,0
7444,defense dark pretty guy,0,0,negative,1352,1
7445,umm gon na stay long need,1,4,neutral,1353,0
7446,course,0,3,positive,1353,1
7447,oh mom swear idiot,1,4,neutral,1353,2
7448,read kind book pregnancy giving birth think read part baby come,1,4,neutral,1353,3
7449,guess,1,4,neutral,1353,4
7450,baby coming know,1,5,negative,1353,5
7451,oh throw diaper genie,1,5,negative,1353,6
7452,sweetie gon na fine,0,4,neutral,1353,7
7453,going going,1,2,negative,1353,8
7454,going bathroom,0,4,neutral,1353,9
7455,okay,1,4,neutral,1353,10
7456,worry everything gon na okay,0,4,neutral,1353,11
7457,worry everything gon na okay,1,4,neutral,1354,0
7458,hey,1,3,positive,1355,1
7459,hey,1,3,positive,1356,0
7460,hey red sweaty,0,6,positive,1356,1
7461,bamboozled chandler uh sexual thing quick shower,1,4,neutral,1356,2
7462,okay reason asked guy brunch today thinking maid honor,0,4,neutral,1357,0
7463,oh god really hope,1,3,positive,1357,1
7464,first um love much important,0,3,positive,1357,3
7465,okay,1,3,positive,1357,4
7466,well umm thinking maybe could come system trade maid honor,0,4,neutral,1357,5
7467,like hypothetically phoebe mine,0,4,neutral,1357,6
7468,phoebe maid honor,0,4,neutral,1357,7
7469,rachel would phoebe would rachel way get one would get upset,0,4,neutral,1357,8
